"user","movie","rating"
2484,141,3.22992903248546
5526,2130,2
1530,1078,4
3950,3180,3.5
2459,589,3.5
1339,1204,3.5
549,1203,2.00687677046241
4169,2750,3.25714372751358
3935,1804,2
4016,2529,1.45851229473158
268,1242,3.5
2088,1221,4.6379063919809
1051,48,2.6
2775,648,3.53450839074096
4152,3177,2.75
4062,3052,3.5
5603,1302,2.33333333333333
2540,196,4
4658,2405,5
1774,144,3.5
4277,541,3.94776762310512
5197,345,4
3589,1373,2.5
92,1381,3.5
2181,2066,2.76923076923077
2051,110,1
2901,2872,2
1468,1912,3.5
1054,3175,3.5
3854,150,3.5
1541,1617,3.5
327,1284,3.66666666666667
4094,3246,4
1088,2542,2.45861684949287
4663,41,3
3436,3578,1
862,3553,3
3500,1231,3.5
3182,3107,3.5
3334,1569,3.5
1600,1883,4
3591,3629,2
3778,2340,3
3675,2424,3.47625458341186
4379,1357,2
5317,1784,4.03968257892639
5504,2153,5
4957,3723,2
3042,377,2
569,3258,3
5717,3265,3.5
3087,2316,3.5
1861,3893,3
28,293,3.5
1447,2126,3.51186176230808
66,3755,3.5
5642,595,3.5
2579,3037,3.5
4085,3617,2.6
969,1197,3.5
2410,1186,3.5
2679,1658,3.5
1308,3326,3.5
3610,69,1.07692307692308
4281,236,3
3196,70,2
4796,1676,3
4122,2243,3.5
3544,110,3.5
224,1028,3.5
2590,3450,2
471,1396,3.5
4607,2011,3.5
1339,736,3.5
4086,745,5
303,597,5
5767,3175,1.7629085725336
4493,1721,1
3992,3639,3.5
845,1641,3.5
4036,1614,3.5
3993,2004,3.5
5108,3724,2.66666666666667
5531,3082,3.5
3310,3755,2
4477,1090,2
4162,94,3.5
4959,2161,3.5
735,3174,3.5
770,2144,2.49428656049668
5788,543,1
3013,3248,3.2
2779,2300,3.5
1812,1701,3.75
3620,2808,3.5
517,1196,3.5
5201,377,3.5
2158,2318,3.5
1264,599,3
2472,2262,3.5
1586,2571,3.5
1064,1259,3.5
4522,3608,2
4663,452,2.7
1267,1035,4
438,2089,3.33333333333333
5570,2989,4
335,316,3.5
335,1215,1
2106,2114,1.5
2946,1179,3.5
2197,36,3
830,3702,2
1485,380,3.5
5831,879,4
2230,1814,3.16666666666667
1203,3712,3.25
2941,1396,3.5
5276,858,3.5
3402,2919,3.5
4051,175,3.5
4022,2771,2.25
4458,1291,3.03422121133801
1448,904,2.91817799673401
3526,3272,2.25
3968,1391,3.5
1426,2628,3.5
3462,1721,3.5
2797,3676,3
4001,2996,3
5914,858,3.5
3837,1393,3.5
4656,2947,3.5
4948,2015,3.5
2559,1573,3.5
1974,1721,4
4562,588,5
5339,2116,3.5
477,940,3.5
737,3730,3.5
796,3359,1.66712993192004
3916,2918,3.5
4729,3109,4
6013,2716,3.5
3610,1944,1.08333333333333
2030,2050,4.1
4480,34,4
4479,2871,3.5
4510,1209,2.88888888888889
5458,2428,4
3483,3893,2
999,2411,3.5
2634,3160,3.5
4726,851,3
308,1101,4
3665,616,3.5
3526,2701,1.98823520916925
3180,3398,3.5
5121,377,3.5
1727,2391,4
1143,3507,3.5
5751,2690,3.5
1115,3627,3.5
822,594,3.5
2486,2110,3
3562,21,2.5402669993912
1245,1206,3.5
4510,2018,2.34089987859577
5289,919,3.94762919254105
3434,42,3.5
2896,1517,3.5
53,2273,4.27330451101891
187,2028,3.18835301548673
6003,3037,3.5
1352,2239,3.8
5312,2367,1
975,1246,4
5448,3163,3
731,2582,3.95238095238095
5265,296,3.49912406727234
5100,2801,3.88888888888889
851,1294,3.5
5333,118,3.33333333333333
5271,1245,3.5
1088,2153,2.9996876512999
5329,3200,3.33333333333333
5607,3526,3.5
4309,1688,2
3512,69,3
1243,2985,3.5
2680,3364,3.5
3416,1717,2.5
4451,1223,2
1420,2003,3.5
2166,2549,3.5
549,2312,2.30026185430861
2015,575,1.875
3888,3022,3.5
5368,1617,3.5
5536,1690,1
1415,1196,5
1884,1466,4.21081009483383
2240,924,3.5
3874,788,3.5
436,2012,3.5
5164,2997,3.5
36,380,4
331,507,3.0000000003686
2860,1127,3.71333975020414
3280,543,1
5809,1396,3.5
3675,595,3.05693200716165
687,2329,3.5
714,3252,3.5
2579,3742,3.5
4326,2329,3
4337,1972,3.5
5019,2454,4
4169,1248,3.11668182005703
5440,904,3.5
2293,911,4
3865,2889,3.5
4021,434,4.26937110743887
1119,1288,3.5
3675,1387,1
4613,3461,3.5
2456,1243,3.5
3842,880,4.49692126170685
2929,2396,3.42882982251167
3031,2112,3
3900,1777,3.5
2110,1085,2.25
826,3893,3
3884,3424,2
3532,105,3.5
3080,1503,3.5
1323,2080,3.5
1958,1210,2.31039653678943
3990,3671,3.5
2559,2763,3.5
3600,3623,3.5
5114,1,3.5
1354,1617,5
3226,1240,3.5
3017,2718,2.99753547124587
5955,314,3.5
151,3552,2.48151195875329
5831,3811,2.83705954017722
3487,2916,3.5
1068,2378,4.498061002743
2832,2064,3.5
4928,1584,2
1032,1527,3.5
3724,1244,1
4223,3196,3
2017,3256,3.5
673,300,3.25980214194828
1150,2212,2.40740740740741
3641,3707,3
3716,1100,1.511216210477
1458,3897,2
520,3108,3.5
2796,1380,3.5
5412,1347,1
3669,724,3.5
2737,36,3.51316684743464
4668,1214,3.5
2181,2683,2.61959911229196
4047,380,3.5
2692,2028,3.5
3539,3578,3.45527186288284
2419,135,2.85714285714286
1390,367,5
409,3481,3.5
4535,2581,4
2186,1499,3.5
3526,564,2.35714285714286
2106,1059,1.33385221520338
4310,724,3.5
980,3702,3.5
1544,2959,3.5
5277,1240,1
1549,2804,3.5
3992,500,3.5
4791,858,2.95437731036369
1369,2539,4.50795659877731
1861,1235,3
4098,2641,5
2109,497,1.73982372514651
5517,3675,3.55555555555556
785,1954,3.50615832633217
3859,410,3.5
2039,1276,3.5
5475,492,5
1676,1704,2.31037031525195
3527,3148,3.5
1264,1291,3
4470,2144,3.5
4093,904,3.5
3768,2301,3.5
4621,1172,2
889,2468,2.64468974018418
4187,1104,3.5
2683,2359,3.5
1884,3699,4
1004,1226,1
1179,2393,3.5
255,2700,2
1735,1580,3.5
5328,3476,3.5
1948,1499,3.5
2106,3568,2
2453,1673,2.9538937966754
5978,3471,2
3029,546,4.5
1501,2050,3.83333333333333
3683,2682,1.85714285714286
621,3441,3
838,260,4
161,608,3.5
3423,1702,3.5
1778,2334,2.25
949,3745,5
735,2617,3.5
5107,1214,2.02396716350248
1344,858,4
1137,225,4
4337,3696,4.66666666666667
3724,2378,1
1156,736,3.5
2394,2572,3.5
2896,1954,3.5
4020,377,3.5
4933,3911,4
1749,1185,4.49991627778587
1317,3072,3.66820769447475
516,2779,2.6
1598,196,3.5
424,2002,3.5
4977,3704,3.5
4277,3836,4.04651162790698
4979,3735,1.55407318075067
271,1262,3.5
1680,3649,3.76964621388409
4444,247,3.5
1299,799,3.5
5265,3307,4
4964,1299,3.5
2350,2096,3.5
3112,1419,4
3540,1090,3.5
4152,3019,3.5
2016,1230,3.5
651,1321,3.5
4802,3035,3.66666666666667
5271,3044,3.5
3821,3201,1.8
4245,260,3.5
3067,1598,3.66666666666667
549,3390,3.04761904761905
1639,3052,3.5
1100,586,2.31323080388389
4904,3685,4.49848932463511
1185,3206,5
4721,2826,3.5
2611,1674,1
4645,1276,5
4508,1954,1.99553130289669
4103,2728,3.5
5699,3176,3.5
5448,2803,4
4732,1175,2.625
5447,597,3.5
346,1088,3.5
3554,110,3.5
5806,3067,4
4006,489,1.5
2939,926,3.5
5005,266,4
3007,3833,2.16666666666667
4358,1997,3.5
1530,1206,3.5
3394,3633,2
1451,1339,3.66334693537811
4362,858,3.91211239548334
3885,3101,4.7398138826554
2124,1257,4.50076530798541
1611,376,5
5105,2174,3
482,112,3.5027296861116
1146,170,3
1628,1101,2
937,2712,3.5
1017,2640,2.34776802388121
1833,3253,3.5
549,3098,2.79177434598535
100,1291,3.5
1340,296,1.14108985868956
3020,3475,3.5
3868,1006,3.5
2753,3811,3.33333333333333
2972,597,3.5
4510,3789,2.38636363636364
3487,2278,3
461,2906,2.8
1629,606,1
1091,1801,3.5
1605,39,2.17606860400459
5536,2796,2
954,3699,3.5
1203,1199,3.5
3836,273,1.66666666666667
2656,1876,3.5
525,2150,3.5
1983,1453,5
3398,2908,3.5
1494,661,3.5
4001,1044,3.61538461538462
1422,317,2.68410804128019
2307,1073,3.5
1113,733,3.5
1050,2676,2.5
5317,2612,3.5
1820,996,3.5
4380,337,3.5
2355,608,3.5
560,3807,3
3903,3361,3.5
3841,692,3.40816326530612
1209,1124,3.5
2796,940,3.5
1968,2064,3.5
884,3785,3.5
1274,899,4.66522501941793
118,2476,3.5
28,3334,3.5
102,3408,3.5
3512,2880,2.66666666666667
5326,1073,3.5
3001,2713,3.5
4054,2770,3.16047005139523
1033,2617,4
2154,1199,3.5
319,2386,3.08333333333333
984,459,3.85714285714286
2136,208,3.5
881,449,2.33333333333333
1647,3408,3
582,3175,3.5
2164,3440,3.5
4480,3219,3.5
3571,2701,3.5
4130,3082,3.5
1361,954,5
1671,314,3.76923076923077
2153,1377,5
1120,954,3.6
624,608,3.5
2878,2160,3
3505,959,4.5
3591,2,3.5
3900,2381,3
3123,2021,3.5
5085,921,3.5
4474,608,3.5
5436,493,3.5
4447,2013,3.14742037285383
2402,1214,2
1439,908,3.5
2024,910,2
4459,2124,3.5
3499,3704,3.5
4337,1301,3
4551,1221,5
163,1586,1
3941,196,3.5
2454,433,2.5
3380,2983,3.66666666666667
5140,835,2.66666666666667
352,3534,3.1
4127,1595,3
3484,3052,3.5
3311,329,4
3775,2671,3.5
3643,733,3.5
5413,930,4
3922,514,3.5
5096,1911,3.5
569,542,5
12,1247,3.5
1194,3145,3
4865,2571,3.5
5483,2687,4
2201,1952,3.5
3527,1488,3.5
2934,2497,2.66666666666667
2896,1721,3.5
4085,1266,3.6142280720742
690,934,3.5
1446,2324,3.5
1639,1856,3.4
1690,3623,3.5
4183,588,1
1176,1193,3.5
5373,3536,3.5
1121,733,4
2211,1210,3.5
5905,1347,3.5
1604,3893,3.5
3618,839,2.86046511627907
4483,2858,3.5
2302,2797,3.5
4345,2100,4
1770,2241,3.5
1329,260,3.5
2195,1689,2.5
702,3253,3.5
1727,3868,4
947,3911,3.5
2402,2455,3.5
4517,2053,3.5
3829,736,2.76819286112075
1676,1598,2.42857142857143
1983,1083,3.5
6010,2478,3.5
319,1597,3
5612,1513,3.5
5342,597,3.5
5852,1085,4
4663,1235,3.5
5256,1416,2.5
3442,32,3.5
2825,446,3.5
2090,2717,3.5
588,3097,4
5083,2942,3.5
4335,2312,2
2376,2505,4.5
3779,898,3.5
850,2499,3.70731707317073
5511,3584,3.75
5452,1653,3.5
5881,1343,3.5
4819,3031,3.07142857142857
5367,1207,1.34475473764326
2844,1259,2
2453,81,3.6
2205,17,3
1891,32,3.5
1950,2628,3.5
5087,3784,2.5
4507,2899,4
5501,333,2
603,3256,3.5
1680,329,3.6482197093512
2259,1097,3.5
2121,3930,3.33333333333333
3751,2881,2.79751435531774
3117,3763,3.5
3562,3251,3
5643,2804,2.26053524835355
4432,17,3.5
4952,2171,3.5
5786,2369,3.5
3458,2092,4
1764,3755,4
1628,3863,3.5
366,1203,3.5
3900,2406,3.5
1522,2641,3.5
2525,2352,3.5
2445,1304,4
4725,2406,3
5065,592,3.5
3672,3608,3.5
5371,3504,3.5
208,110,3.5
4713,2840,3.5
5593,1203,3.5
3916,306,2
2764,1148,4
3419,1968,3.5
5619,1296,3.5
529,2303,3.5
4959,595,3.5
5387,321,3.52380952380952
1730,1970,3.5
2215,3623,3.5
5077,2416,3.85804001402056
1347,1441,3.5
2847,19,4
3678,1584,3.5
4496,1573,3.87574164900262
4238,1983,2.5
2011,2278,3.5
1812,380,3.5
3365,2311,5
2110,2791,1.60046204304358
2777,2539,3.19246667621205
3690,3004,2
5069,1267,3.5
5452,485,3
214,1732,4
2098,2053,2
1203,318,3.5
1995,2005,3.5
2628,3068,4
3878,2949,3.5
4381,224,2.75092754437948
3878,1179,3.5
3718,3201,3.5
4609,784,3.66666666666667
4798,3527,3.5
1559,1374,3.5
5539,1235,1
1121,1203,4
3380,2020,5
319,605,3.71428571428571
2175,3225,3
319,3100,2.52799392126556
6007,2121,2.5
5096,610,1
4277,1279,3.78947368421053
2907,1022,2.51248798134226
1726,1869,3
1741,1356,3.74825707433962
1998,3512,3.5
4083,2396,2.27400222964583
3308,48,3
3646,1252,3.5
2777,1259,3.32636453351062
3182,832,2.6660165243384
3521,2717,4
4957,3763,3
235,958,4.14285714285714
1383,2109,2.51915233676291
3425,292,2
4373,2983,3.5
2764,709,4.25
5415,912,3.5
960,3897,3
37,3864,3.5
2606,2300,3.5
3568,1527,3.5
5562,3114,3.5
987,2393,3.5
3272,2520,3.44444444444444
4033,318,1
2941,1224,3.5
2169,2617,3.5
5759,3466,4.33333333333333
5806,1069,3.5
4640,1391,3.5
4715,1127,3.5
2600,1095,3.5
1903,3068,3.5
1059,784,3
222,2054,4
5100,609,4.38709677419355
4942,1965,3.5
4728,3791,3.98287781136462
3588,3744,4
2466,541,3.5
5916,1227,3
4169,3155,3.3804347826087
2506,2243,4
3740,110,3.5
5367,3300,2.14285714285714
2024,2717,2
5831,3566,2.90909090909091
4169,334,3.04716981132075
2691,1348,4
714,1028,3.5
520,3422,3.5
1922,2567,3
5604,3060,3.5
4793,361,3.5
1415,674,3.5
3335,3361,3.5
3591,2683,3.5
3841,2208,3
4568,3219,3.57020658883057
3314,2116,3.5
358,1196,3.5
5470,3615,4
5561,3466,1.25
3149,1291,3.5
5180,595,3.5
1984,589,3.5
1788,1721,3.5
271,1584,3.5
4845,342,3.52087711354181
1019,3111,2.33333333333333
5134,3752,3.5
5087,39,3.5
5699,921,3.5
4364,1544,3
3756,1615,3.5
5282,708,1
4962,150,3.5
237,104,3
660,1081,2
4736,110,3.5
1542,1036,3.5
3089,112,3.5
4007,648,3.5
5657,653,3.5
2173,6,4
5880,1912,2.33655637849361
409,1610,3.5
4169,3916,3.24719101123595
4579,2927,2.92307692307692
3624,1377,3.5
3294,1196,5
5777,1222,3.5
68,1926,3
5511,3255,4.32622579661304
2638,533,3.5
119,3114,3.5
3416,11,2.29401715232596
4227,923,1.47411745295545
2358,3510,3.5
2405,2916,3.5
4573,110,3.5
5759,3524,3
2340,441,1
5636,1391,3.3473512565016
4277,3066,3.92452830188679
23,3618,3
403,1405,3.5
5282,107,1.66666666666667
4062,293,4
5720,165,3.5
1895,593,3.5
4104,1982,3.5
5367,3107,2.6586555819332
2041,2096,3.30975550356034
1593,2746,3.5
2305,1569,3.5
1238,3203,3.5
5908,1225,3.5
3735,1377,3.5
702,3363,3.5
4437,494,3.5
4203,1213,3
2106,2089,2.42857142857143
3219,1127,3.5
4793,783,3.5
2438,2006,3
3140,1031,2
889,899,2.47137812905542
5074,2929,2.5
5412,1372,3
3507,547,1.5
5576,594,3.5
2918,1527,3.5
2092,2735,2.71249906794558
3618,2353,2.73274522083871
6031,541,3.5
3945,1644,3.5
774,50,3.5
4922,2447,3.5
3531,1186,5
5512,2617,3.5
2266,3408,4
297,3418,3.5
2900,780,3.5
3483,1049,3.66666666666667
3265,2642,2
1266,235,2.13025325453208
1298,2411,4
1667,1320,3
4258,2301,3.5
202,3512,3
2098,1037,4
716,2115,1
1736,1135,3.5
4704,898,3.5
4510,373,3.33333333333333
4797,2694,3.5
412,2406,4
1902,3257,4
3096,426,3.5
1837,3401,3.61538461538462
1173,586,2
3683,1073,3.5
2955,1965,3.5
3689,1552,3.5
2453,229,3.2
4725,1833,3
2085,2169,4
1951,110,3.5
5915,3263,3.5
4408,3653,2.85714285714286
2109,653,1.33333333333333
1120,3440,4.25
2664,454,3.5
2263,353,3.5
2258,2052,3.5
1752,1250,3.5
4175,920,3.5
3794,2713,3.5
4815,1562,4
4917,2919,3.5
2529,2919,3.50005624229097
225,1785,2.77777777777778
4012,3785,3.5
6016,1269,3.86031566780879
4425,2107,2.5
5162,3020,3.5
1597,3264,4.66657128148618
2484,2506,2.7
402,1270,3.5
3476,3469,1.42105263157895
1835,1198,1.83003654769982
3365,2794,3.5
3735,1405,3.25
4227,1387,1.42907410021881
4729,1672,3.5
123,2713,2.6
4169,22,3.35489764640944
2239,3593,5
3658,2288,3
678,1136,2.84972636406179
4687,1214,3.5
2030,3611,4
4769,2133,3.5
4123,1892,4
5249,457,3.5
4141,648,3.5
462,3471,1
3440,1784,3.5
2918,520,4.40755969329717
2016,157,3.66666666666667
3333,2011,3.5
29,1580,3.5
3718,3089,4
4995,45,5
1645,3873,3.42857142857143
3444,1267,3.5
2866,3173,3.5
1265,3325,3
911,2797,3.5
1693,588,3.5
3761,3742,3.5
2225,2376,3.5
3243,1257,3.5
302,110,1
2180,3268,1.33333333333333
2251,1961,1
2106,1030,2.27272727272727
2215,2571,3.5
5636,2266,3.16666666666667
5869,1,3.5
3562,2094,4
3189,3147,1
1924,2724,3.5
4482,3604,3.5
2286,3174,3.5
4922,3186,5
2030,2139,4.11112357352542
1168,441,3.5
1557,2033,3.5
3491,3036,4.4
1177,2268,3.5
3526,2699,2.30047215604361
1274,2948,4.23070212605558
4362,778,3.5
4488,1356,2
4195,1249,3.5
956,588,3.5
710,2542,2.46231672211961
4899,2788,4
5519,1580,3.5
4294,1702,3.5
2078,1722,3.5
3118,2712,3.5
4430,2171,3.5
2063,1641,1.57654756050875
678,2533,3.29686418970052
4144,1269,3.5
5153,2170,2.57142857142857
4534,587,3.5
4933,1794,4
293,1517,2.75
2440,2355,3.5
823,3253,3.5
3224,904,3.51804019053003
5036,2987,3.5
1156,1265,3.5
1848,661,3.5
4004,2094,3.5
4279,548,3
1962,1635,1
931,1067,4
4946,2174,5
5511,2949,3.65916387352727
667,1221,2
3280,2712,1
2164,181,3.66666666666667
1425,719,3.6
4070,1732,3.5
1613,517,3.5
3999,2654,2.8
2193,3593,3.5
5281,3359,3.5
2303,3256,3.5
5886,3534,3.5
4386,2949,1.5
4840,3074,3
5444,2710,3.5
5716,2747,3.5
1697,1096,4
5643,1479,2.68455852273765
6040,2300,1
869,1136,2.18051970732255
109,1234,3.5
4161,315,2.64
5074,3052,3.60234367448839
5130,1193,3.5
3685,3039,3.5
4950,1035,4
1521,2858,5
3484,3471,3.5
5393,318,2
4411,1374,5
1390,481,3.5
2777,161,2.79712830741611
4139,2959,4
777,2082,3
4478,2302,2
5888,2746,3.5
2868,780,3.5
4126,141,4
1224,3060,4.10580380642218
3556,912,3.5
1931,2968,3.5
4117,3844,3.5
4077,3396,3.5
3313,1801,2
1048,265,3.5
4892,2288,3.5
3017,235,2
5182,153,3.5
2302,1299,3.5
2114,2716,3.5
3841,31,3.62962962962963
3511,3793,2.96184110398803
734,2012,3.5
453,1562,3.5
2881,3301,3.5
875,3189,4
984,2872,4
987,2000,3.5
1071,3366,3.5
1300,1981,3
3836,2167,2.91756375089647
5954,3330,2.66666666666667
4008,3317,3.5
4386,2120,3
3518,1186,4.5
1998,2858,3.5
3144,3300,3.5
4016,940,3.5
5239,1234,3.5
1948,533,3.5
4673,265,3.5
2156,1197,3.5
5526,2231,3.5
3711,3697,3.5
4222,908,3
2479,924,3.5
1303,1215,3
2854,592,3.30727463794029
1717,1222,5
4377,1876,3.5
4060,2987,3.5
796,2628,3.50224420246097
2907,688,2.66666666666667
520,2719,4
5738,3334,2.25
3475,3498,1.5
1010,3182,2
3423,541,3.5
1433,442,3.5
1241,3863,3.5
1941,2137,2.54545454545455
5011,2124,3.5
4077,2193,1
3618,3253,2.92563054479617
1135,24,3.5
1449,1343,1.65720042682924
1314,1566,3
6016,1584,3.76189819358762
4968,3276,3.5
4697,653,3.5
1335,1247,3.5
699,3019,2.0714454362613
5724,1230,3.5
62,2272,3.8
265,938,3.5
3201,2770,3.76972665840927
699,2379,2.375
4305,2635,3.76666666666667
3195,223,3.5
1448,2004,4.00263235756281
1522,1653,3.5
5670,2571,3.5
3898,1252,3.5
766,1172,3.5
5598,3033,3.5
2018,1405,4
3666,2944,3.5
2309,1259,3.5
5296,1094,3.5
609,2762,3.5
5277,2846,3.5
2597,2396,3.5
3358,337,3.5
1540,2173,4
4210,780,3.5
1339,2470,3.5
5026,2429,2.5
5831,110,2.58822729929796
4975,3066,3.5
1835,3766,3.44444444444444
4979,1405,1.3
3829,1777,2.61336518631584
6018,1954,3.5
1954,1535,3.5
2878,2367,4.3379833857244
1895,2023,3.5
4360,1500,3.5
728,1357,3
4958,3067,4
1264,3261,2
4647,1865,3.33333333333333
4593,1079,4
2751,2794,3
5954,2672,3.28571428571429
3569,1711,3.5
5972,1500,2
1634,1584,3.5
3054,851,2.66666666666667
4435,3186,3.5
5249,1127,3.5
3475,1895,2.75
5433,2279,3.25
5026,719,3
1262,1060,1
5483,2683,3.5
801,2912,5
1943,1909,2.70301849363717
4505,3105,4
1015,3686,3.42857142857143
999,2640,3.5
987,1385,4
2475,1340,3.5
927,3617,3
2454,592,3.5
4001,3689,4
2994,2352,2
877,1655,2.6
1863,1212,3.5
3683,1876,3.24289854256073
1242,1060,4.01493799016553
3121,2279,3.5
2532,480,3.5
1030,1377,3.5
3539,2054,4.10076099438081
1260,3457,4
3476,2120,1.84613303031483
1285,3633,3.16666666666667
1958,2906,2.83333333333333
3414,34,3.5
425,1090,5
4909,2455,3.5
4213,3238,4
1803,2551,3.5
42,969,3
1764,1754,4
4579,929,3.28571428571429
934,3408,3.5
5784,2037,3.5
1726,110,1
1505,3134,3.5
3308,2468,1.50959153414719
5786,858,2.7400080782131
3904,3793,3.5
4367,3701,3.5
5081,920,3.5
3808,1597,1.93958394191678
2304,1037,3.49610002361388
2168,1210,2.88643731897005
1465,2915,3.62271995596176
5107,339,3.38283522909619
4085,3505,3.23297083534768
3167,947,5
4861,2716,5
5289,1289,3.5
889,1204,2.24318849755938
1050,593,1.76849584721452
4543,724,3.66297299861217
2454,1615,3.5
3919,2657,5
5161,2580,3.5
752,271,2.53333333333333
3988,1513,3.5
454,537,4.5
3993,2717,3.5
809,708,3.5
3557,3274,3.5
2804,2944,3.5
2608,1199,5
2307,3502,5
4194,2918,3
4747,153,3.5
191,216,3.5
890,2329,1.49005504372783
724,89,4
5153,2866,3.33333333333333
2303,3717,3.5
3768,2471,3.5
5371,223,3.5
1449,1287,2.2275570136666
1925,904,3.5
5511,2498,4
4819,3501,3
2837,2908,3.5
3360,3869,3.5
2340,2712,3.5
1068,265,3.5
1244,1047,3.5
4645,2344,5
3314,2533,3.5
4150,785,3
1820,1690,3.5
2828,2759,3
1926,1954,4.03822088011381
3160,3471,3.5
4825,661,3.5
5378,2709,3.75
175,2355,3
2206,1693,3.5
1884,2171,3.8
1242,3088,3.72795330368791
4508,2143,3
1930,1210,3
3768,608,1
3763,1372,3.5
5780,2822,3.5
2544,1019,3.85714285714286
5526,1945,3.5
5158,1219,5
327,722,3.625
4618,585,3.5
802,3244,3.5
770,1799,3.5
3093,1935,3
131,924,3.45576899116032
5887,2087,3.5
5550,1962,4
802,736,3
3650,1701,2.33333333333333
5196,1665,5
4508,2289,1.32470260074902
17,30,3.7
3981,608,3.5
3290,2997,3.5
3160,2571,3.5
5140,2796,3
4169,527,3.08778247265593
4399,801,3.5
4790,3686,3.00162427748807
724,2840,4
3519,165,3.57576476370954
3075,2996,3.5
3469,2011,4.3262312376141
1279,104,3.1334052156541
4335,256,3.5
3509,223,3
461,1227,3.5
2461,1610,2
1831,3512,3.5
334,2717,4
937,2411,3.5
4834,1276,3
3487,1625,2
3736,435,3.5
1120,2709,3.25
5618,2542,3.5
238,2070,4
591,318,3.5
5812,1446,2.625
2700,3952,3.5
5135,527,3.5
5956,3429,3.25
872,3911,5
5771,1125,3.5
3067,3253,3.50422912610404
4673,2406,3.5
4448,2288,5
4561,1265,3.5
4001,1059,3
3401,1973,2.11111111111111
2793,377,3.5
4092,2406,3.5
1824,1590,3.5
5250,832,3.5
4466,2968,5
3491,3087,5
302,3081,2.28755508090676
2310,1222,3.5
4939,1213,3.5
4809,1294,3.5
5289,3546,5
2808,3375,5
5600,1294,3.5
1484,661,3.6638008532328
1223,2150,3.5
3789,260,5
4488,3791,2.5
1035,3178,3.5
3093,1096,3.5
4631,2253,3.5
2397,2186,3.5
4647,1095,3.00094857729062
2258,2723,2.97842448135656
2592,2890,3
352,695,2.52941176470588
1051,593,1.2032638983662
2411,3060,3.5
4375,1461,3.5
5047,2501,3.5
3425,2505,1.5
5142,3624,3.5
3081,529,4
2497,2866,3.5
4186,2772,2.66666666666667
2404,919,3.5
2967,293,3.17143958440198
1998,1029,3.5
2997,3256,3.5
628,3255,3.5
3963,2454,3.50771640649334
770,1379,1.5
5831,1735,2.71428571428571
5246,2321,3.5
3313,778,3
909,3513,3.5
5831,3792,3.38
4933,2918,5
2983,2126,3.5
219,2792,3.5
1680,1285,3.4377974811085
1447,3355,2.33333333333333
2231,2159,3.42857142857143
5039,1645,1.63132862090171
5046,2011,4
1166,2791,3.5
1221,585,3.5
284,1707,1.55555555555556
3618,316,3.06225234576498
3754,1097,3.5
2205,1966,3
5367,2881,1.24531101129991
5905,1584,3.5
5074,2137,2.33333333333333
1926,2929,3.2
2077,1206,1.33473856578534
5413,480,3.5
4655,2600,3.5
651,2194,3.5
4226,2396,3.5
1690,474,3
647,1923,2.21970316185231
846,3755,4
4867,592,4
698,223,3.5
5623,1030,3.5
2454,3360,3.5
1647,145,2.5
5140,1396,3.5
1285,1361,3.4
3705,2916,3.31491092288566
1680,3546,3.45
3192,1354,3.5
1274,950,3.74992415964661
5100,235,4.05627767181431
4802,3529,3.8
3808,2700,2.46774941371974
3083,1259,5
3311,1603,2
1941,1582,2.68571428571429
531,520,3
2077,474,2
1142,1407,3.5
1866,648,3.5
3746,587,3.5
1889,3101,3
1112,673,2.33333333333333
4371,1912,3.5
4169,1941,3.07547169811321
4482,1049,4.66279503490285
523,2662,3.5
5973,2529,2
2998,3623,3.5
2888,2763,3
647,380,2.90063114348262
5882,1374,3.5
5193,2770,3.5
4200,1210,3.5
463,1234,3.5
5359,1921,3.5
5449,2527,3.5
5745,2161,3.5
5736,364,3.5
2457,1249,2
5183,2713,3.5
705,48,3.5
1606,165,3.5
1501,3585,3.77083333333333
877,1615,3.5
3884,1784,2.12473895319455
3662,2553,3.5
2804,969,3.5
2338,110,3.5
2921,1373,3.5
2064,2819,3.5
871,2710,2
4087,2560,3.5
1150,2988,2.5
4378,2247,3.5
3503,2378,5
2463,2115,3.5
4277,1584,3.83643586930303
1358,1608,3.5
3082,2747,4
1980,2088,3.71030426665733
919,2470,3.5
764,1210,3.5
1680,1856,3.22413793103448
5759,1094,3.5
4522,3702,2
3824,1259,2.11495482963098
1800,1777,3.5
3626,3834,3.09090909090909
1974,492,4
3840,1,3.5
4738,2971,3.5
4788,468,3
1822,3526,3.5
3538,2501,3.5
4337,1128,4
355,104,3.5
4380,2676,3.5
1498,1358,3.5
2344,1292,2
2832,162,5
971,2719,3.5
735,2288,3.5
4950,858,5
4897,1198,3
2063,1517,1.98432451885477
1712,969,2
4448,541,4.24448016974564
1457,1059,3.5
2857,1972,3.14285714285714
4020,260,5
2909,695,3.44827586206897
65,1210,3.5
1687,1270,4
5103,457,4
2625,1214,3.5
4140,1200,2.05243206020279
2041,11,3.01430564884516
1627,3863,3.5
3625,1343,3.5
1812,500,4
3029,1242,2
3538,491,3.5
929,2476,3.5
2071,3483,4
4380,2240,2
4318,1125,3.5
4447,1920,3.3499250877082
1314,661,3.5
1191,2935,2
4491,1779,3.5
5749,2966,3.66666666666667
5862,1393,3.5
2125,110,3.5
2878,3264,3.99454061275392
1299,780,3.5
3592,848,3.5
5246,180,3.5
1147,2183,3.21428571428571
3497,260,3.5
3693,2410,3.5
5699,919,3.5
1875,1097,3.5
2423,7,3.5
